Segment_ID,Oithona similis,Copepoda,Amphipoda,Chaetognatha,Euphausiidae,Foraminifera,Fritillaria spp.,Oikopleura spp.,Ostracoda,Pteropods,Other
AA_6.0_11-Mar-1991_06:09,0,0,0,0,1,0,0,0,0,0,0
AA_6.0_11-Mar-1991_06:35,0,0,0,0,2,0,0,0,0,0,0
AA_6.0_11-Mar-1991_07:01,0,2,0,0,3,0,0,0,0,0,0
AA_6.0_11-Mar-1991_07:27,0,1,0,0,2,0,0,0,0,0,0
AA_6.0_11-Mar-1991_07:53,0,2,0,0,8,0,0,0,0,0,0
AA_6.0_11-Mar-1991_08:19,0,1,0,0,7,0,0,0,0,0,0
AA_6.0_11-Mar-1991_08:45,0,3,0,0,14,0,0,0,0,1,0
AA_6.0_11-Mar-1991_09:11,0,2,0,0,8,0,0,0,0,0,0
AA_6.0_11-Mar-1991_09:38,0,2,0,0,7,0,0,0,0,0,0
AA_6.0_11-Mar-1991_10:03,0,10,0,0,12,0,0,0,0,0,0
AA_6.0_11-Mar-1991_10:29,0,6,0,0,12,0,0,0,0,0,0
AA_6.0_11-Mar-1991_10:55,0,89,0,0,34,0,0,0,0,0,0
AA_6.0_11-Mar-1991_11:21,0,89,0,0,18,0,0,0,0,0,0
AA_6.0_11-Mar-1991_11:47,2,257,0,0,26,0,0,0,0,3,0
AA_6.0_11-Mar-1991_12:12,1,325,0,1,32,0,0,0,0,1,0
AA_6.0_11-Mar-1991_12:38,0,241,0,1,21,0,0,0,0,0,0
AA_6.0_11-Mar-1991_13:02,1,161,0,1,7,0,0,0,0,6,0
AA_6.0_11-Mar-1991_13:27,1,153,0,0,11,0,0,0,0,2,0
AA_6.0_11-Mar-1991_13:52,7,87,0,0,6,0,0,0,0,4,0
AA_6.0_11-Mar-1991_14:18,51,1541,4,0,106,0,0,0,0,212,0
AA_7.0_11-Mar-1991_14:54,0,19,0,0,1,0,0,0,0,0,0
AA_7.0_11-Mar-1991_15:17,1,42,0,0,0,0,0,0,0,0,0
AA_7.0_11-Mar-1991_15:40,0,47,0,1,4,0,0,0,0,0,0
AA_7.0_11-Mar-1991_16:03,0,26,0,0,9,0,0,1,0,0,0
AA_7.0_11-Mar-1991_16:26,0,36,2,0,10,0,0,0,0,0,0
AA_7.0_11-Mar-1991_16:48,0,38,0,0,9,0,0,0,0,0,0
AA_7.0_11-Mar-1991_17:10,0,24,1,0,6,0,0,0,0,0,0
AA_7.0_11-Mar-1991_17:33,3,43,2,0,5,0,0,0,0,0,0
AA_7.0_11-Mar-1991_17:55,13,217,0,0,7,0,0,0,0,0,0
AA_7.0_11-Mar-1991_18:19,8,219,0,3,5,0,0,0,0,0,0
AA_7.0_11-Mar-1991_18:50,8,98,0,0,5,0,0,0,0,0,0
AA_7.0_11-Mar-1991_19:20,7,127,0,0,2,0,0,0,0,0,0
AA_7.0_11-Mar-1991_19:51,1,80,0,0,4,0,0,0,0,0,0
AA_7.0_11-Mar-1991_20:22,0,19,0,0,6,0,0,0,0,0,0
AA_7.0_11-Mar-1991_20:54,0,38,2,0,11,0,0,0,0,0,0
AA_7.0_11-Mar-1991_21:26,0,35,0,0,11,0,0,0,0,0,0
AA_7.0_11-Mar-1991_21:54,0,43,0,0,8,0,0,0,0,0,0
AA_7.0_11-Mar-1991_22:17,0,10,1,0,8,0,0,0,0,0,0
AA_7.0_11-Mar-1991_22:40,1,4,0,0,2,0,0,0,0,0,0
AA_7.0_11-Mar-1991_23:04,0,17,0,0,4,0,0,0,0,0,0
AA_7.0_11-Mar-1991_23:27,0,4,0,0,7,0,0,0,0,0,0
AA_7.0_11-Mar-1991_23:50,0,0,1,0,9,0,0,0,0,0,0
AA_7.0_12-Mar-1991_00:13,0,0,0,0,10,0,0,0,0,0,0
AA_7.0_12-Mar-1991_00:43,3,255,1,0,81,0,0,0,0,65,0
AA_8.0_12-Mar-1991_01:49,0,2,0,0,3,0,0,0,0,0,0
AA_8.0_12-Mar-1991_02:10,0,2,0,1,1,0,0,0,0,0,0
AA_8.0_12-Mar-1991_02:32,0,2,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_02:54,0,1,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_03:16,0,1,0,0,4,0,0,0,0,0,0
AA_8.0_12-Mar-1991_03:38,1,3,0,0,0,0,0,0,0,0,0
AA_8.0_12-Mar-1991_04:00,0,1,0,0,0,0,0,0,0,0,0
AA_8.0_12-Mar-1991_04:22,1,2,0,0,0,0,0,0,0,0,0
AA_8.0_12-Mar-1991_04:44,0,0,1,0,0,0,0,0,0,0,0
AA_8.0_12-Mar-1991_05:05,0,0,0,0,1,0,0,0,0,0,0
AA_8.0_12-Mar-1991_05:38,0,2,0,0,1,0,0,0,0,0,0
AA_8.0_12-Mar-1991_06:02,0,1,0,0,0,0,0,0,0,0,0
AA_8.0_12-Mar-1991_06:24,0,4,0,0,1,0,0,0,0,0,0
AA_8.0_12-Mar-1991_06:47,0,3,1,0,0,0,0,0,0,0,0
AA_8.0_12-Mar-1991_07:10,0,0,0,0,0,0,0,0,0,0,0
AA_8.0_12-Mar-1991_07:32,0,0,0,0,0,0,0,0,0,0,0
AA_8.0_12-Mar-1991_07:55,0,0,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_08:18,0,0,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_08:40,0,1,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_09:02,0,1,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_09:24,0,1,0,0,1,0,0,0,0,0,0
AA_8.0_12-Mar-1991_09:46,0,0,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_10:09,0,1,0,0,7,0,0,0,0,0,0
AA_8.0_12-Mar-1991_10:31,0,1,0,0,4,0,0,0,0,0,0
AA_8.0_12-Mar-1991_10:53,0,0,0,0,7,0,0,0,0,0,0
AA_8.0_12-Mar-1991_11:16,0,0,0,0,11,0,0,0,0,0,1
AA_8.0_12-Mar-1991_11:39,0,2,0,0,16,0,0,0,0,0,0
AA_8.0_12-Mar-1991_12:01,0,4,0,0,6,0,0,0,0,0,0
AA_8.0_12-Mar-1991_12:23,1,11,0,0,8,0,0,0,0,0,0
AA_8.0_12-Mar-1991_12:46,0,18,0,0,6,0,0,0,0,0,0
AA_8.0_12-Mar-1991_13:09,0,39,0,0,5,0,0,0,0,0,0
AA_8.0_12-Mar-1991_13:32,2,36,1,0,10,0,0,0,0,0,0
AA_8.0_12-Mar-1991_13:54,0,20,0,0,6,0,0,0,0,0,1
AA_8.0_12-Mar-1991_14:17,0,8,1,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_14:40,1,22,0,0,7,0,0,0,0,0,0
AA_8.0_12-Mar-1991_15:03,1,15,0,0,3,0,0,0,0,0,0
AA_8.0_12-Mar-1991_15:26,1,26,0,0,4,0,0,0,0,0,0
AA_8.0_12-Mar-1991_15:49,1,34,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_16:11,0,28,0,0,4,0,0,0,0,0,0
AA_8.0_12-Mar-1991_16:33,0,35,1,0,6,0,0,0,0,0,0
AA_8.0_12-Mar-1991_16:57,0,35,2,0,4,0,0,0,0,0,0
AA_8.0_12-Mar-1991_17:26,0,31,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_17:50,0,25,1,0,4,0,0,0,0,0,0
AA_8.0_12-Mar-1991_18:13,0,19,0,0,1,0,0,0,0,0,0
AA_8.0_12-Mar-1991_18:42,1,26,0,0,2,0,0,0,0,0,1
AA_8.0_12-Mar-1991_19:10,0,28,1,0,6,0,0,0,0,0,0
AA_8.0_12-Mar-1991_19:39,0,38,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_20:07,0,31,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_20:35,0,22,0,0,1,0,0,0,0,0,1
AA_8.0_12-Mar-1991_20:57,0,15,0,0,1,0,0,0,0,0,0
AA_8.0_12-Mar-1991_21:20,1,39,0,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_21:43,0,30,0,0,1,0,0,0,0,0,0
AA_8.0_12-Mar-1991_22:05,0,27,1,0,2,0,0,0,0,0,0
AA_8.0_12-Mar-1991_22:28,1,23,1,0,0,0,0,0,0,1,0
AA_8.0_12-Mar-1991_22:50,3,26,2,0,0,0,0,0,0,0,0
AA_8.0_12-Mar-1991_23:12,2,23,0,0,0,0,0,0,0,0,0
AA_8.0_12-Mar-1991_23:35,1,9,1,1,0,0,0,0,0,0,1
AA_8.0_12-Mar-1991_23:57,0,23,0,0,0,0,0,0,0,0,0
AA_8.0_13-Mar-1991_00:19,0,33,0,1,0,0,0,0,0,0,0
AA_8.0_13-Mar-1991_00:43,0,16,0,1,1,0,0,0,0,0,0
AA_9.0_13-Mar-1991_01:48,2,82,0,0,0,0,0,0,0,0,0
AA_9.0_13-Mar-1991_02:14,1,56,0,1,2,0,0,0,0,0,0
AA_9.0_13-Mar-1991_02:40,4,46,0,0,1,0,0,0,0,0,0
AA_9.0_13-Mar-1991_03:07,2,39,0,0,0,0,0,0,0,0,0
AA_9.0_13-Mar-1991_03:33,2,115,0,0,0,0,0,0,0,0,0
AA_9.0_13-Mar-1991_04:00,32,221,0,1,0,0,0,0,0,0,1
AA_9.0_13-Mar-1991_04:27,15,184,0,0,0,0,0,0,0,0,0
AA_9.0_13-Mar-1991_04:54,2,57,0,1,0,0,0,0,0,0,0
AA_9.0_13-Mar-1991_05:22,3,174,0,1,0,0,0,0,0,0,1
AA_9.0_13-Mar-1991_05:48,15,199,0,0,2,0,0,0,0,0,0
AA_9.0_13-Mar-1991_06:15,9,129,0,0,2,0,0,0,0,1,1
AA_9.0_13-Mar-1991_06:42,96,463,3,1,13,4,0,0,0,1,3
AA_10.0_13-Jan-1993_12:26,0,0,0,0,2,0,0,0,0,0,0
AA_10.0_13-Jan-1993_12:47,0,0,0,0,0,0,0,0,0,1,0
AA_10.0_13-Jan-1993_13:08,0,0,0,0,0,0,0,0,0,1,0
AA_10.0_13-Jan-1993_13:28,0,0,0,0,2,0,0,0,0,0,0
AA_10.0_13-Jan-1993_13:49,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_13-Jan-1993_14:10,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_13-Jan-1993_14:31,0,0,0,0,2,0,0,0,0,0,0
AA_10.0_13-Jan-1993_14:54,0,0,0,0,2,0,0,0,0,0,0
AA_10.0_13-Jan-1993_15:15,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_13-Jan-1993_15:35,0,0,1,0,0,0,0,0,0,1,0
AA_10.0_13-Jan-1993_15:56,0,1,0,0,0,0,0,0,0,0,0
AA_10.0_13-Jan-1993_16:16,0,0,0,0,3,0,0,0,0,0,0
AA_10.0_13-Jan-1993_16:36,0,0,0,0,0,0,0,0,0,1,0
AA_10.0_13-Jan-1993_16:57,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_13-Jan-1993_17:18,0,0,0,0,10,0,0,0,0,0,0
AA_10.0_13-Jan-1993_17:38,0,0,0,0,7,0,0,0,0,0,0
AA_10.0_13-Jan-1993_17:59,0,0,0,0,4,0,0,0,0,0,0
AA_10.0_13-Jan-1993_18:19,0,0,0,0,4,0,0,0,0,0,0
AA_10.0_13-Jan-1993_18:39,0,0,0,0,2,0,0,0,0,0,0
AA_10.0_13-Jan-1993_19:00,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_13-Jan-1993_19:20,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_13-Jan-1993_19:41,0,0,0,0,0,0,0,0,0,1,0
AA_10.0_13-Jan-1993_20:01,0,0,1,0,0,0,0,0,0,0,0
AA_10.0_13-Jan-1993_20:22,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_13-Jan-1993_20:42,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_13-Jan-1993_21:02,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_13-Jan-1993_21:22,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_13-Jan-1993_21:42,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_13-Jan-1993_22:02,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_13-Jan-1993_22:22,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_13-Jan-1993_22:41,0,0,0,0,3,0,0,0,0,0,0
AA_10.0_13-Jan-1993_23:01,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_13-Jan-1993_23:21,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_13-Jan-1993_23:42,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_00:03,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_00:23,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_00:44,0,0,0,0,2,0,0,0,0,0,0
AA_10.0_14-Jan-1993_01:06,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_01:28,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_01:51,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_02:14,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_14-Jan-1993_02:37,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_14-Jan-1993_03:00,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_03:22,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_03:44,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_04:07,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_04:29,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_04:52,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_05:14,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_05:37,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_05:59,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_06:23,0,0,0,0,0,0,0,0,0,1,0
AA_10.0_14-Jan-1993_06:45,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_07:09,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_07:30,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_07:51,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_08:13,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_08:34,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_08:56,0,0,0,0,0,0,0,0,0,1,0
AA_10.0_14-Jan-1993_09:18,0,1,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_09:40,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_10:01,0,1,0,0,0,0,0,0,0,1,0
AA_10.0_14-Jan-1993_10:23,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_10:45,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_11:06,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_14-Jan-1993_11:28,0,0,0,0,0,0,0,0,0,1,0
AA_10.0_14-Jan-1993_11:49,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_12:11,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_14-Jan-1993_12:33,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_12:56,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_13:20,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_13:44,0,0,0,0,0,0,0,0,0,1,0
AA_10.0_14-Jan-1993_14:08,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_14:32,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_14-Jan-1993_15:00,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_15:28,0,0,0,0,2,0,0,0,0,0,0
AA_10.0_14-Jan-1993_15:56,0,0,0,0,2,0,0,0,0,0,0
AA_10.0_14-Jan-1993_16:24,0,0,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_16:52,0,0,0,0,4,0,0,0,0,1,0
AA_10.0_14-Jan-1993_17:18,0,0,0,0,4,0,0,0,0,0,0
AA_10.0_14-Jan-1993_17:44,0,0,0,0,8,0,0,0,0,1,0
AA_10.0_14-Jan-1993_18:10,0,0,0,0,8,0,0,0,0,0,0
AA_10.0_14-Jan-1993_18:35,0,0,0,0,6,0,0,0,0,0,0
AA_10.0_14-Jan-1993_19:01,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_14-Jan-1993_19:27,0,1,0,0,0,0,0,0,0,0,0
AA_10.0_14-Jan-1993_19:53,0,0,0,0,0,0,0,0,0,1,0
AA_10.0_14-Jan-1993_20:20,0,0,0,0,0,0,0,0,0,2,0
AA_10.0_14-Jan-1993_20:46,0,0,0,0,2,0,0,0,0,0,0
AA_10.0_14-Jan-1993_21:12,0,0,0,0,2,0,0,0,0,0,0
AA_10.0_14-Jan-1993_21:39,0,0,0,0,1,0,0,0,0,0,0
AA_10.0_14-Jan-1993_22:10,0,0,0,0,13,0,0,0,0,0,0
AA_11.0_27-Feb-1993_05:56,0,0,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_06:20,0,0,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_06:45,0,0,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_07:10,0,0,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_07:35,0,1,0,0,1,0,0,0,0,0,0
AA_11.0_27-Feb-1993_07:59,0,0,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_08:24,0,1,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_08:49,0,0,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_09:14,0,0,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_09:38,0,0,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_10:03,0,0,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_10:28,0,1,0,0,0,0,0,0,0,0,1
AA_11.0_27-Feb-1993_10:52,0,0,0,0,0,0,0,0,0,0,0
AA_11.0_27-Feb-1993_11:16,0,0,1,0,1,0,0,0,0,0,0
AA_11.0_27-Feb-1993_11:41,0,1,0,0,3,0,0,0,0,0,0
AA_11.0_27-Feb-1993_12:05,0,0,0,0,1,0,0,0,0,0,0
AA_11.0_27-Feb-1993_12:31,0,14,14,0,44,0,0,0,0,0,0
AA_12.0_05-Feb-1994_18:32,0,0,0,0,0,0,0,0,0,0,0
AA_12.0_05-Feb-1994_18:52,0,0,0,0,0,0,0,0,0,0,0
AA_12.0_05-Feb-1994_19:13,0,0,0,0,0,0,0,0,0,0,0
AA_12.0_05-Feb-1994_19:36,0,1,0,0,0,0,0,0,0,0,1
AA_12.0_05-Feb-1994_19:59,0,0,0,0,1,0,0,0,0,0,0
AA_12.0_05-Feb-1994_20:22,0,1,0,0,0,0,0,0,0,1,0
AA_12.0_05-Feb-1994_20:45,0,0,0,0,1,0,0,0,0,0,0
AA_12.0_05-Feb-1994_21:09,0,0,0,0,0,0,0,0,0,0,0
AA_12.0_05-Feb-1994_21:32,0,2,0,0,0,0,0,0,0,1,0
